step,psnr,ssim,lpips
1,13.07378688260692,0.7375276453868658,0.3703303933143616
2,13.414614364091424,0.745008895560891,0.35461336374282837
3,13.762256419434937,0.7526880085496898,0.3408678472042084
4,14.112573308572987,0.760252398200041,0.32897916436195374
5,14.458081125363782,0.7672492636176745,0.3190259039402008
6,14.78916694871144,0.7730039384205668,0.30983075499534607
7,15.094418669142943,0.777503986967147,0.30304449796676636
8,15.369947353997187,0.781187274514569,0.29592132568359375
9,15.61701774794827,0.7840017301490788,0.28920602798461914
10,15.840852201985452,0.7862059065062422,0.284647136926651
11,16.050615842074418,0.788718493729396,0.27958953380584717
12,16.246451659213392,0.7914397590829192,0.27492761611938477
13,16.43846293189589,0.794695449307636,0.2701561748981476
14,16.624941938769698,0.7982950597195798,0.2649805545806885
15,16.810291090438547,0.802080118389525,0.25972992181777954
16,16.988374900955204,0.8056066477196456,0.2552872896194458
17,17.15796011532378,0.8089186093685731,0.2513376772403717
18,17.317896318851123,0.8117797070731588,0.24777527153491974
19,17.470052799970254,0.8142710955836545,0.24483948945999146
20,17.60915063649255,0.8163641347113496,0.24212497472763062
21,17.73401810702676,0.817936683368938,0.240319162607193
22,17.846145438895597,0.8192995826076636,0.23903623223304749
23,17.95485518485657,0.8204205233327001,0.23793163895606995
24,18.058197766916557,0.8214826457823675,0.2366267293691635
25,18.15585749872324,0.8228172760155813,0.2347615510225296
26,18.244801686958027,0.8240445999983746,0.2327551543712616
27,18.33028138695056,0.8255419456849737,0.23076364398002625
28,18.41003351157669,0.8269365292342163,0.22949230670928955
29,18.483753320947343,0.8281901818308636,0.2280866950750351
30,18.55343927490631,0.8296198439295172,0.2266942709684372
31,18.63041057741521,0.8307587558757197,0.22521427273750305
32,18.705547887099563,0.8314664084054777,0.22364482283592224
33,18.774625956767867,0.8316277190029435,0.22188693284988403
34,18.843191459552994,0.8321048740517291,0.22035810351371765
35,18.915485701910924,0.8327192604414421,0.21928805112838745
36,18.995656178834853,0.8339072395767425,0.21794277429580688
37,19.0727844095439,0.8350728421410764,0.2161041796207428
38,19.148582991642627,0.8361322681464403,0.21427813172340393
39,19.220861306338072,0.8371222733998208,0.21269002556800842
40,19.291728218166888,0.8385570782922628,0.21107763051986694
41,19.364281294415115,0.83924773073282,0.2103480100631714
42,19.433823791675483,0.8396502549871788,0.20981059968471527
43,19.49695924214636,0.8399778378528215,0.20885221660137177
44,19.56032655891223,0.8401707060202187,0.2081991732120514
45,19.62371413878636,0.841293700429698,0.20690548419952393
46,19.681282866238345,0.8426567407004081,0.2054755836725235
47,19.73273680422424,0.8442970468116133,0.20407900214195251
48,19.779070947760374,0.8454747212363221,0.20312876999378204
49,19.84373846487396,0.8462803232425399,0.20226547122001648
50,19.903369554838992,0.8473785107060291,0.2009398192167282
51,19.968326600676342,0.8481779626942781,0.20015732944011688
52,20.019647395308994,0.8489323691817111,0.19933687150478363
53,20.076825018085017,0.8492423153584124,0.19916683435440063
54,20.13303940673476,0.8494309705639594,0.19916880130767822
55,20.185289688144668,0.849800503060356,0.19816207885742188
56,20.239789832880057,0.850142948752147,0.19731931388378143
57,20.30385474751704,0.8513827220858653,0.19646748900413513
58,20.356045426913184,0.8518950329028225,0.19645853340625763
59,20.39436854588576,0.8514901888270981,0.19750362634658813
60,20.41702547773822,0.8509028064400946,0.19807761907577515
61,20.425323153086143,0.8499288012535535,0.1976064145565033
62,20.42544540573191,0.8486470203078408,0.19690603017807007
63,20.441123315566443,0.8482162985450009,0.19621054828166962
64,20.47033008118293,0.8480314972964642,0.1960553526878357
65,20.53009677897727,0.8487344800880546,0.19565361738204956
66,20.584784449082928,0.8497545787769737,0.19456684589385986
67,20.632740567542314,0.8507979220903067,0.19367176294326782
68,20.661174399337096,0.8514000726568508,0.1933351457118988
69,20.66761683279487,0.8515815743856631,0.19251126050949097
70,20.701216165403864,0.8520937788693548,0.1919390708208084
71,20.744953896534447,0.8527812841845469,0.19136445224285126
72,20.808343794567676,0.8536578709843345,0.1904987245798111
73,20.864360010584466,0.8543934163519467,0.1900111436843872
74,20.91875462420812,0.8555177084658799,0.18938487768173218
75,20.982705295941642,0.8567690729454908,0.18873924016952515
76,21.033501842157257,0.8579895624921171,0.1879231035709381
77,21.08880372791994,0.8588310647981982,0.18696048855781555
78,21.145078818120574,0.8595885448164928,0.18592700362205505
79,21.206146166673506,0.8603448119399838,0.18521201610565186
80,21.250789444348477,0.8609655280677148,0.18527165055274963
81,21.28402810367431,0.8610957143365062,0.1851709634065628
82,21.316984692642844,0.861076368326258,0.18506422638893127
83,21.361207930978445,0.8608743675716813,0.18497036397457123
84,21.408227510495685,0.8610763863410161,0.18440496921539307
85,21.46747346673469,0.8613338299296206,0.18315663933753967
86,21.521636269992314,0.8614414294820453,0.18188969790935516
87,21.54517730741607,0.8617720671819008,0.1798989176750183
